record_id,type_id,char_id,value,confidence,articulation,source_ref,source_lang,coder,source_read,reviewed_by,review_status,notes
LM-B060,respondentia,HZ1,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No members across whom to correlate. NOTE: the hazard IS strongly covariate for a lender holding a book of voyages, and that covariance is what prices the instrument (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 10: Brazil rates 50 pct 1624 to 135 pct 1637-39 with the Dutch war). HZ1 as written is pool-shaped and cannot record it. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B061,respondentia,HZ2,P,medium,analyst-imposed,"Costa & Albuquerque 2025 (10.1017/S0212610925100797), 2, 8, 11-12; Pontoriero 2011 (10.30682/sg257)",en,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Mixed peril bundle, so P is structural. Storm and shipwreck are indifferent (Pontoriero 2011 (10.30682/sg257)); corsairs, 'enemies, and false friends' are adversarial (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 2, 8). Costa & Albuquerque 2025 (10.1017/S0212610925100797), 11-12 records the response: borrowers capitulating rather than fighting, since discharge follows either way. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B062,respondentia,PY0,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No pool, so no pool output. DIAGNOSTIC: PY0 has applicability_on=.NA but is .NA here because of MC1. Undeclared ontological dependence; PY0.applicability_on should be MC1. See report 3.2. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B063,respondentia,PY1,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Inherited through PY0. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B064,respondentia,PY2,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Inherited through PY0. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B065,respondentia,PY3,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Inherited through PY0. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B066,respondentia,LS1,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No fund to exhaust. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B067,respondentia,LS2,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No fund. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B068,respondentia,LS3,P,medium,analyst-imposed,"Benincasa 2011 (10.21697/ZP.2011.11.1.06), 104-105, 114; Pontoriero 2011 (10.30682/sg257), 61; Costa & Albuquerque 2025 (10.1017/S0212610925100797), 9, 16",it,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Phase-dependent and structurally so. Within the dies praestitutus and on total loss the borrower owes nothing (Pontoriero 2011 (10.30682/sg257), 61; Benincasa 2011 (10.21697/ZP.2011.11.1.06), 104, 114). Once the ship arrives safely the lender becomes an ordinary secured creditor and the general estate is reachable (Benincasa 2011 (10.21697/ZP.2011.11.1.06), 104-105); on default creditors sue (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 9, 16). Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5. SCHEMA GAP: the primary source for this cell is Benincasa 2011, which is POLISH, and source_lang has no 'pl'. Coded 'it' on the co-citation of Pontoriero 61. source_lang needs 'pl' (and, on this literature, likely 'pt' and 'el')."
LM-B069,respondentia,VF1,documentary,medium,analyst-imposed,"Costa & Albuquerque 2025 (10.1017/S0212610925100797), 5, 8-9; Pontoriero 2011 (10.30682/sg257), 119-120, 167",en,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Arrival or non-arrival of fleets established by gazettes, printed cargo manifests and notarial registers (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 5); testatio and oaths by naukleroi in Roman practice (Pontoriero 2011 (10.30682/sg257), 119-120, 167). official-adjudication is the fallback on dispute (Juizo da India e Mina, Costa & Albuquerque 2025 (10.1017/S0212610925100797), 8-9) and one value cannot hold both. VALUE SET GAP: the Roman lender's slave-agent sailing with the borrower to supervise route, dates and cargo (Benincasa 2011 (10.21697/ZP.2011.11.1.06), 101, 114) is continuous embedded monitoring and is none of the four values. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B070,respondentia,VF2,mixed,medium,analyst-imposed,"Pontoriero 2011 (10.30682/sg257), 64-65; Costa & Albuquerque 2025 (10.1017/S0212610925100797), 8-9",it,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Two objects. loss-occurrence: that the ship was lost within the term. claimant-fault: that the loss was not the borrower's doing - C. 4,33,4 excludes loss ex praecipiti avaritia et incivili debitoris audacia, and route deviation or illicit cargo (Pontoriero 2011 (10.30682/sg257), 64-65). INDEPENDENT OCCUPANCY of a characteristic added 2026-08-13 from the guild and friendly-society cohort. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B071,respondentia,GV1,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No fund to govern. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B072,respondentia,DR1,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No pool. The contract's own heteroploon/amphoteroploon structure (Pontoriero 2011 (10.30682/sg257), 141-143) has nowhere to go in this facet. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B073,respondentia,DR2,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Inherited through DR1. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B074,respondentia,RB1,capital-provider,high,articulated,"Pontoriero 2011 (10.30682/sg257); Benincasa 2011 (10.21697/ZP.2011.11.1.06), 100, 102, 114; Costa & Albuquerque 2025 (10.1017/S0212610925100797), 3",it,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). CONTAMINATED CELL: RB1/RB2 definitions in vocabularies state the sea loan's answer. Si salva navis pervenerit; shipwreck, storm and piracy fall on the lender. 'Lenders assumed the risk of loss at sea' (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 3). Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B075,respondentia,RB2,labour-provider,high,articulated,"Costa & Albuquerque 2025 (10.1017/S0212610925100797), 3; Benincasa 2011 (10.21697/ZP.2011.11.1.06), 105, 113-114",en,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). CONTAMINATED CELL. 'borrowers bore the market risk, whether related to commodities or shipping' (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 3); sale below market price and the borrower's insolvency are his (Benincasa 2011 (10.21697/ZP.2011.11.1.06), 105, 113-114). GAP: both sources allocate a THIRD class on a different principle - loss from the borrower's fault, route deviation or illicit cargo - which is a fault allocation, not an ownership allocation, and has no cell. See report 3.4. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B076,respondentia,RB3,goods,low,analyst-imposed,"Costa & Albuquerque 2025 (10.1017/S0212610925100797), 7",en,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). CONTAMINATED CELL, and low confidence. The only transactional evidence read is Costa & Albuquerque 2025 (10.1017/S0212610925100797), 7 (Portugal 1600-1800), which separates loans for wares from loans for outfitting the ship - but its discriminating variable is the BORROWER (merchants and travelling commissioners against captains and shipmasters), so collateral and counterparty co-vary and the matrix records the counterparty nowhere. Bodmerei/bottomry is 19th-c German legal-historical vocabulary, not Roman (Pontoriero 2011 (10.30682/sg257), 6-7, 153). No 12c-15c Mediterranean source was readable. See report 3.5."
LM-B077,respondentia,RB4,1,high,articulated,"Pontoriero 2011 (10.30682/sg257), 8, 59, 111; Benincasa 2011 (10.21697/ZP.2011.11.1.06), 104; Costa & Albuquerque 2025 (10.1017/S0212610925100797), 2",it,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). CONTAMINATED CELL. Total discharge of capital and interest. WINDOW-DEPENDENT, NOT FORM-DEPENDENT: loss after the dies praestitutus leaves the borrower fully liable despite the storm (Pontoriero 2011 (10.30682/sg257), 42, 61, 66; Benincasa 2011 (10.21697/ZP.2011.11.1.06), 101, 105). The same contract is 1 on Tuesday and 0 on Thursday. Recommend retirement; content is recoverable from RB1=capital-provider. See report 3.6. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B078,respondentia,PR1,1,high,articulated,"Pontoriero 2011 (10.30682/sg257), 16-17, 83-84, 160, 168-169, 174; Costa & Albuquerque 2025 (10.1017/S0212610925100797), 4, 10, 14-15, 17",it,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). CONTAMINATED CELL, AND THE BLIND READING DEPARTS FROM THE LEAK: vocabularies says the sea loan 'prices crudely and sits between', i.e. P. On PR1 as WRITTEN ('cost of bearing the peril set before the event') the value is 1. Nauticum faenus is the pretium periculi, agreed ex ante and reckoned by voyage rather than by time (Pontoriero 2011 (10.30682/sg257), 16-17, 83-84, 174); Justinian caps at 12 pct, Novella 106 records 10 pct plus a cargo share or a flat 12.5 pct (Pontoriero 2011 (10.30682/sg257), 160, 168-169). Portugal: 50 pct 1624 to 135 pct 1637-39, ~10 pct under convoy, 5 pct legal cap 1757, Cape route 30-40 pct throughout (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 4, 10, 14-15, 17) - responsive to route, season, war and convoy. P is defensible only under a second unwritten reading (priced from a QUANTIFIED DISTRIBUTION), which is in the definition's gloss but not its operative question. PR1 bundles two variables in Sereno's sense. See report 3.3. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
