record_id,type_id,char_id,value,confidence,articulation,source_ref,source_lang,coder,source_read,reviewed_by,review_status,notes
OF-XXXX-38,compagnie_antwerpen_1582,AP3,0,high,articulated,"De ruysscher 2020, 251, 253",es,ai,full,none,unreviewed,"1582 Impressae cap. 58 art. 1: the partners were liable 'en in solidum y pro toto' for the society's debts, 'no solo internamente, sino tambien externamente, esto es, los acreedores podian solicitar el pago de la totalidad de su deuda a cada socio' (251). And 'todos los socios, independientemente de su participacion en las actividades comerciales, se consideraban solidariamente responsables' (253), which answers the labour-party locator directly: CF1=P puts the locator there, and the labour-contributing socius of a mixed societas is a socius. ARTICULATED on the compilation's own Latin terms in solidum and pro toto, carried over by De ruysscher from the text he cites. THREE QUALIFICATIONS CARRIED, NOT RESOLVED: an earlier Antwerp rule may have made partners liable pro parte, resting on 'indicios' rather than documents (244 n 26); ship co-owners WERE liable pro parte (Compilatae part 4 cap. 8 arts. 21-22, at 244 n 26), but that is the reederij, a different form already in this census as partenrederij; and evasion in practice was easy, merchants investing while keeping their names out of the company name so that creditors did not know to claim against them (252-253). PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-39,compagnie_antwerpen_1582,AP4,.NA,.NA,.NA,.NA,.NA,ai,.NA,none,unreviewed,"No founder. The society arose from a contrato de sociedad, and the 2026-08-30 AP4 rule returns .NA for a form arising by contract rather than by an endowment out of an identifiable founder's patrimony. Coding 0 here would answer a question that was never put. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed on 2026-09-05, AFTER all cells of this batch were written and fixed. '0' and 'P' have no instance on AP4 anywhere in the census - the state AP4's own vocabulary definition already declares in terms. The computation did not change this cell. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed from vocabularies/organizational_form_characteristic.csv and data.csv on 2026-09-05, AFTER all 64 cells of this batch were written and fixed, and before these notes were finalised. '0' and 'P' have no instance on AP4 anywhere in the census - the state AP4's own vocabulary definition already declares in terms. The computation did not change this cell; the notes file carries the full disclosure and the list."
OF-XXXX-40,compagnie_antwerpen_1582,TS1,0,medium,analyst-imposed,"De ruysscher 2020, 242, 253",es,ai,full,none,unreviewed,"The arrangement did not survive a member's exit: 'la renuncia intempestiva de un socio disolvia la sociedad', the remaining partners being left to claim damages (253, citing Inst. 3,25,4), and commercial societies dissolved when the term fixed in the partnership contract expired or on insolvency (242). The passage sits in the section headed 'Persistencia del caracter personal de la sociedad (1582-1608)' and covers both phases. Death is not separately addressed for the Antwerp partnership; exit is, and it decides the cell. NOT USED: the 1548 compilation's rule that on a spouse's death the 'negocio' fell into the marital community to be divided between survivor and heirs (250) concerns a married trader's business, not a partnership. FALSIFICATION RECORDED, AND THE ORDER MATTERS: no form in this census had taken TS1=P before this batch, and the value that supplies it is on the English row, not here - the empty-value recompute establishing that was run AFTER all cells were fixed. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows. FALSIFICATION RECORDED, AND THE ORDER MATTERS: no form in this census had taken TS1=P before this batch - the coded values were 1, 0 and .NR only. This P was written from Televantos and only afterwards found to be new. The empty-value recompute that established it was run AFTER all 64 cells were fixed; see the notes file."
OF-XXXX-41,compagnie_antwerpen_1582,TS2,fixed-term,high,analyst-imposed,"De ruysscher 2020, 242, 245, 258",es,ai,full,none,unreviewed,"'Las sociedades comerciales se disolvian cuando la duracion fijada en el contrato de asociacion expiraba' (242). The worked problem De ruysscher builds his section on is 'una sociedad bipersonal creada durante un periodo especifico de tiempo' (245), and the Genoese particeps whose regime Antwerp copied in 1608 could not withdraw 'antes de su expiracion' (258), which presupposes a term in both phases. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-42,compagnie_antwerpen_1582,TS3,1,medium,analyst-imposed,"De ruysscher 2020, 246, 253",es,ai,full,none,unreviewed,"Revocable: an untimely renunciation by a partner dissolved the society, the others being left to claim damages for its unexpected and premature end (246, 253), a rule the 1582 compilation carried from Roman law and which the section headed 1582-1608 shows persisting. ONE DATUM, TWO OR THREE CELLS on each row: with CI2, and on the 1582 row with AP2's second limb - the capital-immobility group is collinear on both rows by construction. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-43,compagnie_antwerpen_1582,TS4,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"Not recorded. De ruysscher's subject is the law's rules about company assets and creditors, not the partners' power to alter their own contract or purpose by internal decision. Nothing in the article speaks to it in either phase. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed on 2026-09-05, AFTER all cells of this batch were written and fixed. '1' has no instance on TS4 anywhere in the census, so a coder minded to fill an empty cell would be tempted here; that is a reason for more caution, not for coding. The computation did not change this cell. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed from vocabularies/organizational_form_characteristic.csv and data.csv on 2026-09-05, AFTER all 64 cells of this batch were written and fixed, and before these notes were finalised. '1' has no instance on TS4 anywhere in the census, so a coder minded to fill an empty cell would be tempted here; that is a reason for more caution, not for coding. The computation did not change this cell; the notes file carries the full disclosure and the list."
OF-XXXX-44,compagnie_antwerpen_1582,CI1,common,medium,analyst-imposed,"De ruysscher 2020, 245, 247, 250-251",es,ai,full,none,unreviewed,"One common fund. Roman law, followed in Antwerp practice, required that company debts be paid out of the communis, 'es decir, los activos conjuntamente adquiridos y los fondos de la societas' (245); Baldus referred the company fund to a corpus and by the late fourteenth century the partners were said to commit 'el capitale de la societas' (250-251). Stracca held each society's capitale distinct even where the partners were the same (251), which makes parallel companies separate arrangements rather than sub-pools of one. SUB-POOL RECORDED, NOT CODED: from the mid sixteenth century Antwerp contracts began to carry a 'fuori del corpo' clause under which preferential withdrawals were paid 'desde un fondo separado, dentro del fondo general de la compania', composed of additional investments or accumulated profits (247). That is internal partitioning; per the 2026-08-31 rule it has no column, is carried here and NOT in confidence. De ruysscher adds that such clauses 'seguian siendo poco frecuentes' (247). PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-45,compagnie_antwerpen_1582,CI2,P,medium,analyst-imposed,"De ruysscher 2020, 246-247, 254",es,ai,full,none,unreviewed,"STRUCTURAL HALF, AND IT IS DE RUYSSCHER'S OWN THESIS THAT PRODUCES IT. Against lock-in: partners routinely withdrew substantial sums from the company's funds before liquidation, the legal character of those withdrawals - dividend, advance, or loan - 'era a menudo una cuestion delicada', most partnership contracts said nothing about them, and 'El problema juridico era por ende real y la solucion poco clara' (246-247). For lock-in: the canon-law strand held that in a mixed societas ad lucrum the communio covered the investments as well as the profits, so 'los importes invertidos quedaban bloqueados, puesto que una retirada de estos importes suponia el final de la sociedad' - a rule devised to protect active partners who contributed no money (254). De ruysscher's finding is that the Antwerp legislators 'no eligieron entre estas tres opciones, sino que adoptaron las tres' (254), so both rules were in force at once. THAT COEXISTENCE IS THE HALF-PRESENCE, and it is a structural state, not a hedge; uncertainty about which rule governed a given case is carried in confidence, separately. One datum with TS3. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows. On the 1608 row this P sits with AP2=0, which is a pairing the census did not previously have."
OF-XXXX-46,compagnie_antwerpen_1582,CI3,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"Not recorded. De ruysscher does not ask whether a socius could alienate his share, in either phase. Printed 253 has the socii remaining owners of their investments and 252-253 has merchants concealing their participation; neither is alienability. The Genoese participes and the south German Teilhaber material at 258-259 concerns WITHDRAWAL, not transfer, and is in any case Genoese and German rather than Antwerp."
OF-XXXX-47,compagnie_antwerpen_1582,CI4,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"Not recorded. CI3 is .NR and nothing in the article speaks to negotiability independent of the holder's identity. The article's evidence runs the other way: whose name appeared in the company's name was the operative legal fact throughout, in 1554, in the 1582 compilation, and in the 1608 exception for participants (244, 251-252, 260)."
OF-XXXX-48,compagnie_antwerpen_1582,LR1,unlimited-joint,high,articulated,"De ruysscher 2020, 251-252, 253",es,ai,full,none,unreviewed,"1582 Impressae cap. 58 art. 1: liability in solidum and pro toto, externally as well as internally, so that creditors could demand the whole debt from any partner (251). ARTICULATED on the compilation's own Latin terms. Note the change the 1582 rules made and that De ruysscher stresses: unlike the 1554 declaration and the factor rules of the early 1540s, they no longer required that the company's name be used for the partners to be bound, and they no longer required a mandate from the co-partners (251-252). ONE DATUM, TWO CELLS with AP3; the possible earlier pro parte rule and the ship co-owners' pro parte liability are carried in the AP3 note. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-49,compagnie_antwerpen_1582,LR2,coupled,medium,analyst-imposed,"De ruysscher 2020, 242, 246",es,ai,full,none,unreviewed,"The socio-administrador is the decision-maker in the common Antwerp arrangement, larger companies with many members habitually delegating management to a single person (242), and he was bound to outcomes: 'Si el socio administrador era responsable de pagar las deudas y los fondos de la empresa resultaban insuficientes, tenia que saldarlas con su propio capital' (246). EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed on 2026-09-05, AFTER all cells of this batch were written and fixed. 'attenuated' has no instance on LR2 anywhere in the census. The computation did not change this cell. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed from vocabularies/organizational_form_characteristic.csv and data.csv on 2026-09-05, AFTER all 64 cells of this batch were written and fixed, and before these notes were finalised. 'attenuated' has no instance on LR2 anywhere in the census, and it is the value the alternative reading recorded above would take. The computation did not change this cell; the notes file carries the full disclosure and the list."
OF-XXXX-50,compagnie_antwerpen_1582,LR3,1,high,analyst-imposed,"De ruysscher 2020, 251, 253, 254",es,ai,full,none,unreviewed,"Returns were residual, not fixed. 1582 Impressae art. 8: profits were in principle divided in equal parts unless otherwise agreed (251). Capital-guarantee, fixed-return and 'solo beneficios' clauses were not permitted in partnerships, because all partners were jointly and severally liable regardless of their part in the trading (253). The Roman periculum communis rule that risks could not be assigned to one or several partners is at 253, and the societas leonina - exempting a partner from all risk while giving him the whole profit - was the one arrangement held illegal (254). EMPTY-VALUE DISCLOSURE: recomputed 2026-09-05 AFTER all cells were fixed; 'P' has no instance on LR3 anywhere in the census, and the computation did not change this cell. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed from vocabularies/organizational_form_characteristic.csv and data.csv on 2026-09-05, AFTER all 64 cells of this batch were written and fixed, and before these notes were finalised. 'P' has no instance on LR3 anywhere in the census. The computation did not change this cell; the notes file carries the full disclosure and the list."
OF-XXXX-51,compagnie_antwerpen_1582,LR4,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"Not recorded, for the reason given at deed_of_settlement_company LR4. The periculum communis material at 253 is loss-sharing within one venture, which is LR3's question; De ruysscher never asks whether members' separate risks were mutualised across them. Flagged in the notes file as a definitional question about LR4 and not repaired. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed on 2026-09-05, AFTER all cells of this batch were written and fixed. 'P' has no instance on LR4 anywhere in the census. The computation did not change this cell. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed from vocabularies/organizational_form_characteristic.csv and data.csv on 2026-09-05, AFTER all 64 cells of this batch were written and fixed, and before these notes were finalised. 'P' has no instance on LR4 anywhere in the census. The computation did not change this cell; the notes file carries the full disclosure and the list."
OF-XXXX-52,compagnie_antwerpen_1582,LR5,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"LR4 is .NR, so applicability is undetermined and this is .NR. .NA would assert LR4=0, which is not held, and check_dependence.py blocks LR5 only where LR4=0."
OF-XXXX-53,compagnie_antwerpen_1582,LR6,symmetric,medium,analyst-imposed,"De ruysscher 2020, 246, 251, 254",es,ai,full,none,unreviewed,"The managing partner shared in profits on the ordinary footing (equal shares in principle, 1582 art. 8, at 251) and settled the company's debts out of his own capital where the fund fell short (246), with the leonine exemption from risk prohibited (254). Symmetric. Rests on the same personal-liability facts as AP3 and LR1; the agent-loss-exposure group is collinear on both Antwerp rows and neither is evidence that its members separate. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-54,compagnie_antwerpen_1582,MG1,contract,high,analyst-imposed,"De ruysscher 2020, 242, 251, 255",es,ai,full,none,unreviewed,"The participant's claim rests on the contrato de sociedad: dissolution followed the term fixed in the contract (242) and the 1582 rules turn throughout on what the partnership contract provided (251). Contrast deed_of_settlement_company MG1=.NR, where the holder is member, contracting party and trust beneficiary at once and no allowed value fits. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-55,compagnie_antwerpen_1582,MG2,collective,medium,analyst-imposed,"De ruysscher 2020, 242, 251",es,ai,full,none,unreviewed,"Mutual agency was the 1582 default: no mandate from the co-partners was required as a condition of their being bound, and 'se suponia que cualquier socio tenia la facultad de celebrar contratos en nombre de los demas socios' (251). PRACTICE PULLED THE OTHER WAY and is recorded rather than coded: in the sixteenth century, precisely because the partners were commonly liable in solidum, larger companies with many members habitually delegated management of the company to one person (242). A coder weighting practice over the default rule would code single-principal; confidence is medium for that reason. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-56,compagnie_antwerpen_1582,MG3,.NA,.NA,.NA,.NA,.NA,ai,.NA,none,unreviewed,"MG1 is 'contract', which the vocabulary and check_dependence.py declare blocking for MG3: entry restriction is meaningful only where entitlement rests on membership. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed on 2026-09-05, AFTER all cells of this batch were written and fixed. 'P' has no instance on MG3 anywhere in the census. The computation did not change this cell. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed from vocabularies/organizational_form_characteristic.csv and data.csv on 2026-09-05, AFTER all 64 cells of this batch were written and fixed, and before these notes were finalised. 'P' has no instance on MG3 anywhere in the census. The computation did not change this cell; the notes file carries the full disclosure and the list."
OF-XXXX-57,compagnie_antwerpen_1582,MG4,private-contract,high,analyst-imposed,"De ruysscher 2020, 240-241, 251, 255",es,ai,full,none,unreviewed,"Authorised by nothing but the partners' own contract. Before about 1565 Antwerp's municipal law supplied almost nothing on partnerships at all - one official declaration of 1554, itself drawn from ius commune doctrine and corroborated by thirteen witnesses (240-241) - and the 1516 and 1518 bankruptcy statutes drew no distinction between the insolvency of a society and of an individual (241). The 1582 compilation codified default rules; it did not confer status. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-58,compagnie_antwerpen_1582,FP1,commercial-profit,high,analyst-imposed,"De ruysscher 2020, 241, 245",es,ai,full,none,unreviewed,"Commercial trading partnerships. A royal ordinance of 4 October 1540, in force at Antwerp, required that speculation on the profits of merchants' commercial ventures take the form of a partnership - 'los inversores deberian ser socios (socii)' - because taking profit from a venture whose risks one had not shared was usury (241). PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-59,compagnie_antwerpen_1582,FP2,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"Not recorded. De ruysscher never asks whether the Antwerp partnership held an exclusive right or franchise, in either phase. The one adjacent passage - that in the seventeenth century 'las empresas estatales tenian un monopolio derivado de la autoridad del soberano que impedia las disoluciones intempestivas iniciadas por los acreedores' (237) - is his restatement of Hansmann, Kraakman and Squire, citing their page 1378, not his own evidence about Antwerp. Coding 0 from it would launder a restatement into an observed absence. Contrast deed_of_settlement_company FP2=0, where the question is squarely put by the source itself."
OF-XXXX-60,compagnie_antwerpen_1582,FP3,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"DEFINITION UNDERDETERMINED, FLAGGED AND NOT REPAIRED - the same problem as at deed_of_settlement_company FP3. Under the IDENTITY-MASKING reading this phase supplies evidence: merchants invested while keeping their names out of the company name so that creditors were unaware of their participation and could not claim against them (252-253). Under the STATUS-ARBITRAGE reading the source says nothing. The cell is left .NR until the maintainer fixes which question FP3 asks."
OF-XXXX-61,compagnie_antwerpen_1582,FP4,0,medium,analyst-imposed,"De ruysscher 2020, 241, 255",es,ai,full,none,unreviewed,"SEPARATES FROM compagnie_antwerpen_1608. Not registered and not legible as an entity. Before about 1570 the Antwerp sources contain almost nothing on partnerships: the collective-bankruptcy statutes of 1516 and 1518 make no distinction between the insolvency of a society and that of an individual and say nothing about partners' rights (241). The 1582 Impressae impose no registration or publicity requirement on the partnership contract; the requirement arrives only with the Compilatae of 1608 (255), which is the sibling row."
OF-XXXX-62,compagnie_antwerpen_1582,CF1,P,medium,analyst-imposed,"De ruysscher 2020, 250, 254",es,ai,full,none,unreviewed,"Half-present, and flagged for comparative-concept hygiene. Mixed societies in which 'algunos socios simplemente contribuian con su trabajo y compartian lo que ganaba la empresa' were accepted through the fifteenth century, their share in the risk counted equitable where the active partners' activities were valued as an investment (254). But the asymmetry is available in the form rather than constitutive of it: the Antwerp societas generalis is a partnership of socii, and the deliberate capital-labour contract is the commenda, of which De ruysscher says Antwerp instances were 'muy excepcionales' (250). Coded P and not 1 for that reason. CONSEQUENCE: CF1=P puts AP3's and LR1's locator on the labour-party, and 253 answers for that party in terms. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-63,compagnie_antwerpen_1582,CF2,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"Applicable - CF1=P does not block - but not recorded. The article establishes the socii's liability to third-party creditors, not whether a labour-contributing partner answered to a money-contributing partner for capital lost. The 2026-08-18 disposition applies: where a source addresses only the venture's creditors, this cell is .NR and not a value carried over."
OF-XXXX-64,compagnie_antwerpen_1582,CF3,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"VOCABULARY GAP, FLAGGED AND NOT REPAIRED. The allowed values are bilateral | multilateral, and the Antwerp general partnership was routinely both: De ruysscher's worked problem is a 'sociedad bipersonal' (245) while 242 has 'sociedades de mayor tamano con muchos miembros' delegating management to one person. Membership size is not fixed by the form, so neither allowed value states a fact about it, and the nearest wrong value is not taken. Contrast deed_of_settlement_company CF3=multilateral, where many members ARE constitutive of the form."
OF-XXXX-65,compagnie_antwerpen_1608,LP1,0,high,analyst-imposed,"De ruysscher 2020, 237 n 2, 239, 262",es,ai,full,none,unreviewed,"'Durante los siglos xvi y xvii en Amberes y Amsterdam, no se desarrollo ningun concepto de velo corporativo' (239) - a statement about both phases. De ruysscher's footnote 2 adds that calling a company a universitas 'no era tipica de la tradicion del ius commune y es posterior a la aparicion de las normas que separan los activos personales de los relacionados con la empresa' (237 n 2). The earliest text distinguishing the manager's own person from the company's is Salgado de Somoza's Labyrinthus creditorum of 1653 (262), which post-dates both phases and belongs to the Amsterdam section. ENTITY LOCATOR, 2026-08-31 RULE: the entity is the societas or compagnie as the contrato de sociedad scopes it, whose pool is the corpo or capitale. The 'fuori del corpo' fund IS a sub-pool - see CI1 - and is recorded in cell notes, never coded. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-66,compagnie_antwerpen_1608,LP2,0,medium,analyst-imposed,"De ruysscher 2020, 248-249, 253, 258, 264",es,ai,full,none,unreviewed,"The partners remained the owners: in the ius commune tradition 'se consideraba importante que los socii siguieran siendo propietarios de sus inversiones durante el tiempo que durase la sociedad' (253), and even a passive participante was 'copropietario del capital de la empresa' (258). Assets could be EARMARKED to company debts without the company owning them - the assignments 'No equivalian a un ius in rem para los acreedores sobre los activos de la empresa, sino mas bien a una primera concepcion de que los activos podian ser de una empresa' (248) - and 'en Amberes, la asignacion de bienes a empresas siguio siendo limitada' (264), which De ruysscher writes of the whole period. Coded 0 on capacity, with the earmarking carried here. ALTERNATIVE READING STATED FAIRLY: a coder who read earmarking as partial capacity would code P, and the evidence for that is the 1518 Frederigo v Frescobaldi pleading at 248. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-67,compagnie_antwerpen_1608,LP3,0,medium,analyst-imposed,"De ruysscher 2020, 242, 248-249, 251",es,ai,full,none,unreviewed,"Partnership claims were not even docketed as such: 'A menudo, se identificaba una sociedad con el socio-administrador o el agente asalariado (factor) y, como resultado, la sociedad en si no importaba si el administrador disponia de suficientes fondos', and unpaid creditors 'reclamaban lo debido a la persona con quien habian firmado el contrato, esto es, el administrador de la empresa' (242). The 1582 compilation put the claim in the partners: article 2 provided that all the partners could claim a company debt (251), and nothing in De ruysscher's account of 1608 disturbs that. COUNTER-DATUM RECORDED: in July 1518 Antonio Frescobaldi pleaded before the Antwerp city court that the claimant should sue the company 'y sus activos, a los que pertenecia la deuda y de los que se habia beneficiado' (248) - and De ruysscher reads that as procedural justification for seizure only, which 'no servia para fundamentar o ampliar los derechos de los acreedores' (249). The coding follows his reading and preserves the datum against it. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-68,compagnie_antwerpen_1608,AP1,1,high,analyst-imposed,"De ruysscher 2020, 254-255",es,ai,full,none,unreviewed,"1608 PHASE, AND THIS IS THE CONTINUITY THAT MAKES THE SPLIT INTERESTING. The Compilatae of 1608 reiterated the weak-shielding rule that the 1582 Impressae carried: company or trade creditors held a preferential debt and personal creditors took what remained (255, citing Compilatae part 4 cap. 9 art. 27). De ruysscher's probable model for both compilations is the Genoese Statuta of 1588, book 4 cap. 12, which contained the same principle and gave company creditors priority even over debts secured by an earlier contract or by a legal mortgage such as a dowry, the only exception being a creditor who could produce a title of ownership (255). SO WEAK SHIELDING SURVIVES THE RECOMPILATION WHILE STRONG SHIELDING DOES NOT - see AP2, which is where the two phases separate. Same declarations about HKS as on the 1582 row: the category is borrowed, the evidence is not, and De ruysscher's argument against HKS is recorded and not resolved. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-69,compagnie_antwerpen_1608,AP2,0,medium,analyst-imposed,"De ruysscher 2020, 253, 255, 264",es,ai,full,none,unreviewed,"SEPARATES FROM compagnie_antwerpen_1582, AND THIS CELL IS WHY THE ROW EXISTS. 'El blindaje fuerte de la sociedad, ideado por Paolo di Castro, ya no aparecia en el compendio del derecho de Amberes de 1608' (255). Both limbs of AP2 therefore fail. Members' creditors: what the Compilatae retained is the PREFERENTIAL-DEBT rule (part 4 cap. 9 art. 27) - priority for company creditors within the company's assets, coded at AP1 - and priority is not unseizability, so a partner's personal creditor could reach those assets subject to ranking behind them. Members: the ius commune rule that an untimely renunciation dissolves the society is in De ruysscher's section headed 'Persistencia del caracter personal de la sociedad (1582-1608)' and is unchanged (253). DE RUYSSCHER TREATS THE DISAPPEARANCE AS A REGRESSION AND SAYS SO IN TERMS: 'los cambios podian incluso suponer una regresion a posiciones anteriores (por ejemplo, la compilacion de Amberes de 1608 abandono el blindaje fuerte, incluido unicamente en la compilacion de 1582)' (264). CENSUS EFFECT, DISCLOSED: this is the first AP2=0 in the census to sit with CI2=P, computed after the cell was written; see the notes file."
OF-XXXX-70,compagnie_antwerpen_1608,AP3,0,high,articulated,"De ruysscher 2020, 251, 253",es,ai,full,none,unreviewed,"Unchanged from the 1582 phase, and NOT one of the two cells that separate the rows. The in solidum rule is not repealed by the Compilatae, and 'todos los socios, independientemente de su participacion en las actividades comerciales, se consideraban solidariamente responsables' sits in the section headed 1582-1608 (253). ARTICULATED on the 1582 compilation's own Latin terms, which is the text this value rests on. THE 1608 EXCEPTION IS REAL AND IS NOT THIS CELL'S QUESTION: the Compilatae made an exception to in solidum liability for 'aquellos participantes financieros que no aparecian en el nombre de la empresa y que no habian sido definidos como socios en el contrato de sociedad' (260). Such a participant is by definition NOT a socius under the contract and not the labour-supplying party, so he is outside AP3's locator on either reading. See the type row: the Antwerp participatio may be a THIRD form and is flagged as a scope question, not coded. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-71,compagnie_antwerpen_1608,AP4,.NA,.NA,.NA,.NA,.NA,ai,.NA,none,unreviewed,"No founder. The society arose from a contrato de sociedad, and the 2026-08-30 AP4 rule returns .NA for a form arising by contract rather than by an endowment out of an identifiable founder's patrimony. Coding 0 here would answer a question that was never put. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed on 2026-09-05, AFTER all cells of this batch were written and fixed. '0' and 'P' have no instance on AP4 anywhere in the census - the state AP4's own vocabulary definition already declares in terms. The computation did not change this cell. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed from vocabularies/organizational_form_characteristic.csv and data.csv on 2026-09-05, AFTER all 64 cells of this batch were written and fixed, and before these notes were finalised. '0' and 'P' have no instance on AP4 anywhere in the census - the state AP4's own vocabulary definition already declares in terms. The computation did not change this cell; the notes file carries the full disclosure and the list."
OF-XXXX-72,compagnie_antwerpen_1608,TS1,0,medium,analyst-imposed,"De ruysscher 2020, 242, 253",es,ai,full,none,unreviewed,"The arrangement did not survive a member's exit: 'la renuncia intempestiva de un socio disolvia la sociedad', the remaining partners being left to claim damages (253, citing Inst. 3,25,4), and commercial societies dissolved when the term fixed in the partnership contract expired or on insolvency (242). The passage sits in the section headed 'Persistencia del caracter personal de la sociedad (1582-1608)' and covers both phases. Death is not separately addressed for the Antwerp partnership; exit is, and it decides the cell. NOT USED: the 1548 compilation's rule that on a spouse's death the 'negocio' fell into the marital community to be divided between survivor and heirs (250) concerns a married trader's business, not a partnership. FALSIFICATION RECORDED, AND THE ORDER MATTERS: no form in this census had taken TS1=P before this batch, and the value that supplies it is on the English row, not here - the empty-value recompute establishing that was run AFTER all cells were fixed. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows. FALSIFICATION RECORDED, AND THE ORDER MATTERS: no form in this census had taken TS1=P before this batch - the coded values were 1, 0 and .NR only. This P was written from Televantos and only afterwards found to be new. The empty-value recompute that established it was run AFTER all 64 cells were fixed; see the notes file."
