record_id,type_id,char_id,value,confidence,articulation,source_ref,source_lang,coder,source_read,reviewed_by,review_status,notes
OF-0673,avariz_vakfi,CF1,0,medium,.NR,"Küçük 2025, 150-151; Gürsoy 2019, 110; Kars 2020, 179-181",tr,ai,full,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. No party supplies labour against another's capital. The mutevelli is a salaried administrator, and the borrowers are outsiders taking secured credit at a rate the deed fixes, not agents trading the fund's capital for a share. DOCTRINAL COUNTER-LABEL RECORDED: Küçük 150 writes that in legal language the working of endowed money is called mudarebe, 'bir anlamda emek-sermaye ortakligi da denilebilir', and Kıvrım 36 and Kars 179-180 both list mudarebe and musareke among the permitted methods. The operative device in all four corpora is muamele-i ser'iyye or murabaha at a stipulated ten to fifteen per cent against rehn-i kavi and kefil-i meli, which is fixed-return credit. Sets the AP3 and LR1 locator to 'members' by the standing fallback."
OF-0674,avariz_vakfi,CF2,.NA,.NA,.NA,.NA,.NA,ai,.NA,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. CF1 is 0, which blocks this cell."
OF-0675,avariz_vakfi,CF3,multilateral,medium,.NR,"Gürsoy 2019, 105; Kars 2020, 170-172; Kıvrım 2019, 37, 39",tr,ai,full,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. Many principals as a matter of course: Gürsoy 105 has several separate endowments for one quarter gathered into the sandik, and Kıvrım 37 names six donors to Ayntab quarter funds in one paragraph. Individual deeds with a single vakif are common (Kars's Tablo II), so the value is a property of the fund as scoped rather than of every endowment in it. See the CF3 collision flagged in logbook 4, 2026-08-18 (ii): this column counts principals and nothing else."
OF-0676,bruderschaft_salzburg,LP1,.NR,.NR,.NR,"Klieber 2001, 34-70, esp. 50, 68",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. NOT ANSWERED. Klieber's 37 pages carry no Rechtsperson, no juristische Person and no Koerperschaft; his interest is the organisational type, its Totendienst and its membership. The nearest statement is a ministerial note of 13.12.1866 (printed 68) placing Bruderschaften in principle under the Vereinsgesetz while exempting them from its register - a status remark two generations after the archbishopric ended, and not a personhood finding."
OF-0677,bruderschaft_salzburg,LP2,1,high,articulated,"Klieber 2001, 42, 55, 57, 58",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. The associations held and disposed of property in their own name. Klieber 42: an official survey of 1760 counts 348,348 Gulden in the 143 Bruderschaften of the whole Erzstift, an average of 2,436 fl apiece. Klieber 55: some were themselves the owners of their own churches ('selbst als Inhaber eigener Kirchen'). Klieber 56-57: their money was placed in small credits of roughly 50 to 1,000 Gulden secured by Schuldbriefe. Klieber 57: they were, irregularly, taxpayers of the Land. The decisive instance is Klieber 58, quoted verbatim from the Josefsbruderschaft's 1774 account: the Consilium resolved to make over and cede twelve thousand and six Gulden of capital 'schanckungsweise' to the St. Sebastian Gotts- und Bruderhaus - an entity conveying capital by its own decision. Articulated, on that minute."
OF-0678,bruderschaft_salzburg,LP3,.NR,.NR,.NR,"Klieber 2001, 55, 57, 68",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. NOT ANSWERED. Klieber 57 has the fraternities using the Amtshilfe of the Pfleggerichte to wind up business and to pursue inherited seigniorial claims, and Klieber 55 has them needing the consistory's consent for foundations that cut across parish usage; neither says whether the association could sue or be sued as a body. The 1938-41 dispute between the ordinariates and the NS authorities (printed 68) is litigation ABOUT them, not by them."
OF-0679,bruderschaft_salzburg,AP1,.NR,.NR,.NR,"Klieber 2001, 42, 56-59",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. NOT ANSWERED. The source is about members, devotions, accounts and capital, not about creditor priority."
OF-0680,bruderschaft_salzburg,AP2,.NR,.NR,.NR,"Klieber 2001, 58-59",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. NOT ANSWERED, AND THE ONE RELEVANT FACT CONCERNS A PARTY AP2 DOES NOT ASK ABOUT. Klieber 58-59 shows enlightened governments taking fraternity capital for 'useful' ends - Colloredo's administration redirecting enforced savings and surpluses to school and midwife funds, to needy churches, clergy and officials - so the assets were reachable by the sovereign. AP2 asks about MEMBERS and their creditors, and on that the source is silent."
OF-0681,bruderschaft_salzburg,AP3,.NR,.NR,.NR,"Klieber 2001, 34-70",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. NOT ANSWERED. CF1=0, so the locator falls back to members; whether a member's personal assets stood behind the association's obligations is nowhere addressed."
OF-0682,bruderschaft_salzburg,AP4,.NA,.NA,.NA,.NA,.NA,ai,.NA,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. NO FOUNDER, SO INAPPLICABLE, per the AP4 locator rule of 2026-08-30: where the entity was not constituted by an endowment out of an identifiable founder's patrimony the cell is .NA and not 0. Klieber's Fraternitaet is by definition a voluntary association of persons (printed 50); its capital accumulates from entry gifts, contributions, legacies, fines and above all interest, which by the mid-eighteenth century had become its principal income (printed 59). Individual Stifter are memorialised (printed 44) but they endow WITHIN an existing association rather than constituting it."
OF-0683,bruderschaft_salzburg,TS1,1,high,analyst-imposed,"Klieber 2001, 39, 46, 64, 67",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. The association persists across its members and its officers. Klieber 39 and 64: the Annabruderschaft's admission books run 1619-1903 and the Skapulierbruderschaft of St. Peter's 1632-1958, 148,835 persons in the latter. Klieber 67: prefects and other governing organs served in practice for life, against statutes providing for regular re-election, and vacancies were left unfilled until deaths made a wholesale replacement unavoidable - which is succession seen from its failure end. The dead remain enrolled, in the Totenbuch. Analyst-imposed: the tradition's word for permanence ('auf ewige Weltzeiten', printed 46) is used of the indulgence privilege, not of the body."
OF-0684,bruderschaft_salzburg,TS2,open,high,analyst-imposed,"Klieber 2001, 35, 50",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. No term. Remling's definition, which Klieber adopts and refines (printed 35), has these as 'auf Dauer angelegte Personenvereinigungen'; his own definition at printed 50 carries no term either."
OF-0685,bruderschaft_salzburg,TS3,.NR,.NR,.NR,"Klieber 2001, 38, 48, 68",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. NOT ANSWERED. Fraternities were dissolved - Joseph II's projected Einheitsbruderschaft in the Erblande, the NS Aufloesungsbescheide of 1938-41 - but always by an outside authority, and TS3 asks whether a PARTY to the arrangement can unwind it at will. A member could simply lapse (printed 48: ceasing to pay meant leaving in fact and forgoing the promised services), which is exit, not dissolution."
OF-0686,bruderschaft_salzburg,TS4,0,medium,analyst-imposed,"Klieber 2001, 50, 52, 55",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. The association could not alter its own rules by internal decision. Klieber's definition (printed 50) makes approbation by the competent ecclesiastical authority the condition of official status, 'mit Wirkung auf Titel und Ablaesse, Satzung und Aufsicht' - Trent having declared the bishops competent and supervisory - and the approbants demanded statute and account approbation (printed 66). Klieber 55: even the self-governing bodies had to obtain the consistory's consent for foundations of their own. COUNTER-EVIDENCE, WHICH IS WHY THIS IS MEDIUM: Klieber 66-67 says the self-governing fraternities kept 'einen nicht geringen Spielraum der Eigenverantwortung' and steered their internal affairs down to their finances largely autonomously - autonomy in administration, not over purpose. Agrees with begijnhof TS4=0, and that agreement IS independent (Moran on the Southern Netherlands, Klieber on Salzburg, neither citing the other)."
OF-0687,bruderschaft_salzburg,CI1,common,medium,analyst-imposed,"Klieber 2001, 42, 56-57, 59",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. One association, one Vermoegen, reported as a single annual balance and lent out as small credits. Klieber 59 tracks single capital series per body - the Josefsbruderschaft's interest income from about 200 fl a year in 1690-94 to 1,200 fl in 1755-59 against a total income of about 1,300 fl; the Monikabruderschaft's from 472 fl in 1680 to 1,009 fl in 1750. No sub-pools are described. Affiliation to an order or to a Mutterfraternitaet (printed 51) does not pool capital: those are separate bodies with separate accounts."
OF-0688,bruderschaft_salzburg,CI2,1,medium,analyst-imposed,"Klieber 2001, 48, 56-57",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. Contributed capital cannot be taken back. Klieber 48: a member who stopped paying simply left in fact and forfeited the promised services - there is no refund anywhere in the account material. Klieber 56-57 shows the same principle on the asset side: the associations' loans 'kannten keinen Rueckzahlmodus des eigentlichen Schuldbetrages, sodass dieser trotz staendiger Zinszahlungen ungeschmaelert erhalten blieb' - no repayment schedule for the principal, so that it survived undiminished behind a stream of interest, with debtors petitioning for remission on the ground that their interest had long exceeded the sum borrowed. MEDIUM: the member-side statement is inferred from the absence of any refund rather than from a statute quoted to that effect. WORTH A LINE IN THE LOGBOOK RATHER THAN A CLAIM HERE: a perpetually undiminished principal spending only its income is also what CI2=1 records on avariz_vakfi, reached in an unrelated tradition. That is a parallel drafting solution and nothing in this batch licenses a claim of descent or of independent arrival."
OF-0689,bruderschaft_salzburg,CI3,.NR,.NR,.NR,"Klieber 2001, 44, 47-49",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. NOT ANSWERED. Membership is personal and inscribed, and Klieber 47 records the converse practice of the living paying contributions to enrol the DEAD in a Liebesbund - accession, not transfer - but no passage says whether a membership could be made over to another living person. Silence, not absence."
OF-0690,bruderschaft_salzburg,CI4,.NR,.NR,.NR,"Klieber 2001, 44, 47-49",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. CI4 entails CI3, and CI3 is .NR."
OF-0691,bruderschaft_salzburg,LR1,.NR,.NR,.NR,"Klieber 2001, 34-70",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. NOT ANSWERED. CF1=0, so the locator falls back to members; the extent of their liability to third parties is nowhere discussed."
OF-0692,bruderschaft_salzburg,LR2,.NR,.NR,.NR,"Klieber 2001, 52, 56, 67",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. NOT ANSWERED. Klieber describes who governed (Praefekt, Assistenten, Konsilium, a lay Verwalter) and notes that the Verwalter was often one of the merchants the body bought from (printed 56), but nowhere states whether the officers were exposed to the association's gains or losses. LR6 therefore stays .NR rather than .NA: .NA would assert that LR2 is 'veiled', which is precisely what is unknown."
OF-0693,bruderschaft_salzburg,LR3,0,medium,analyst-imposed,"Klieber 2001, 45, 48",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. What a member receives is a defined service - a set number of masses, burial accompaniment, memoria, indulgences - not a share of returns. Klieber 45: the Liebesbuende guaranteed 'eine Anzahl von Messen im Ablebensfall', financed by fixed contributions or ad hoc levies; Klieber 48: the fixed 'Pensum an Messen' could not have been offered without those regular payments. A fixed claim on both sides."
OF-0694,bruderschaft_salzburg,LR4,1,high,articulated,"Klieber 2001, 42-43, 45",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. THE ROW'S STRONGEST CELL. Klieber's working hypothesis, which he reports as confirmed across more than three dozen associations, is that these are Totenbuende whose ground and main purpose is 'ein versicherungsartig garantierter Dienst der Lebenden an den Toten', reaching each member in turn 'in einer Art Umlagesystem bzw. Generationenvertrag' (printed 42-43). The Liebesbuende make it sharp: they guaranteed a number of masses on a member's death out of fixed contributions or an ad hoc levy, and 'durch ihre versicherungsartige Struktur traf sie ein Abflauen von Beitritten am Lebensnerv, weil damit die Balance ihrer Alterspyramiden notwendigerweise kippte' (printed 45). A member-specific hazard, mutualised across the membership, with an age structure that can tip. ARTICULATED ON THE MEMBERS' OWN WORDS: the Kuchl scapular notice quoted at printed 45 has Georg Hasenbichler asking all Mit-Brueder und Schwestern to come immediately to the help of his poor soul on the strength of the little board hung on the church door after his death."
OF-0695,bruderschaft_salzburg,LR5,diversifying,medium,analyst-imposed,"Klieber 2001, 45",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. The pooled baskets are the members' own deaths, which fall at different times; that is what makes the age pyramid the binding constraint Klieber names at printed 45. COUNTER-CONSIDERATION RECORDED: an epidemic, or the expulsion of a whole confessional population, would be a common shock, and Klieber 61 shows the fraternities largely untouched by the political convulsions of 1678, 1686 and 1731. Third 'diversifying' in this census after nakai_fictive_household and begijnhof; the agreement with begijnhof is independent (different author, region, century)."
OF-0696,bruderschaft_salzburg,LR6,.NR,.NR,.NR,"Klieber 2001, 52, 56, 67",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. LR2 is .NR, so this cell cannot be gated to .NA without asserting that LR2 is 'veiled'."
OF-0697,bruderschaft_salzburg,MG1,membership,high,articulated,"Klieber 2001, 35, 44, 49, 50",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. A voluntary personal association whose claim runs from enrolment. Klieber 44: what secured the fraternal main service, the Totenmemoria, was 'die obligatorische Einschreibung ins Bruderschaftsbuch' and the issue of a certificate; the inscribed slip alone procured the requiem and the memoria even for a member who never said one of the prayers (printed 49). Articulated on the Einschreibzettel, which Klieber quotes."
OF-0698,bruderschaft_salzburg,MG2,.NR,.NR,.NR,"Klieber 2001, 52-53, 66-67",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. .NR FOR NO FITTING VALUE, NOT FOR SILENCE, AND THE SOURCE IS EXPLICIT. Klieber makes the administration one of his three typological axes (printed 52): 'selbstaendige' fraternities had their own Praefekt, Assistenten, Konsilium and lay Verwalter and settled their own affairs and finances, while 'betreute' ones had their essential leadership and financial competence in the hands of the abbots, superiors, rectors or reverend mothers of the religious community that looked after them - the Skapulierbruderschaft of St. Peter, the largest in the study, being of the second kind. The type therefore spans 'collective' and something close to 'single-principal', and MG2 admits no mixed value. THE STANDING RULE SAYS SPLIT; SPLITTING IS NOT PROPOSED HERE because two rows would rest on one source and would manufacture agreement on every other cell, which is the mudaraba and begijnhof-1585 situation. FALSIFICATION CONDITION, RECORDED ON THE TYPE ROW: split selbstaendig from betreut when a second Salzburg or south-German source gives a cell-level value differing across the two. This is also a fifth instance of the state logbook 4, 2026-08-19 (vi) recorded as unrepresentable - here in the form 'the type spans two values' rather than 'the author refuses the question'."
OF-0699,bruderschaft_salzburg,MG3,0,high,articulated,"Klieber 2001, 47-48",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. Free access is one of Klieber's three defining pillars. Printed 47-48: the associations were to be open to all the Catholic faithful, lay, clerical or religious, man or woman, 'ohne eine Schranke des Berufes oder gesellschaftlichen Standes', and he quotes the enrolment slips - 'vor alle Christglaubige beyderley Geschlechts' and 'ohne Ausnahme des Mindesten oder Schlechtesten derselben'. Poverty clauses were demanded of any statute that set contributions; exclusion for moral fault appears once in the whole field (the Sebastiansbruderschaft) and no case of it is in the files. QUALIFICATION IN THE NOTE RATHER THAN IN THE VALUE: the Liebesbuende's fixed contributions limited free access, and it is precisely on this criterion that Klieber excludes the Marian congregations from the category altogether - so 0 is the value for the type as he defines it, and the definition is partly built on this cell."
OF-0700,bruderschaft_salzburg,MG4,religious,high,articulated,"Klieber 2001, 46, 48, 50, 66",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. Authorisation is ecclesiastical and constitutive. Klieber 50: for official status a Fraternitaet required 'die Approbation durch die zustaendige kirchliche Autoritaet mit Wirkung auf Titel und Ablaesse, Satzung und Aufsicht'; Trent (printed 48 n.23) made the bishops competent and supervisory, and Rome granted the indulgences on a schema constant for centuries (printed 46). Klieber 66 documents the Salzburg practice - the visitation of 1613/14, repeated episcopal promotion, the demanded statute and account approbation. CODED FROM THESE PAGES AND NOT BY CONSISTENCY WITH ANY OTHER ROW, because CHARACTER-CODING records MG4=religious on the isqa as having been coded for consistency with waqf_khayri and names that as the prohibited move. COUNTER-ELEMENT: the 1866 ministerial note (printed 68) brought them in principle under the secular Vereinsgesetz; that is late and does not touch the constitutive authorisation."
OF-0701,bruderschaft_salzburg,FP1,mutual-provision,high,articulated,"Klieber 2001, 42-43, 45, 50",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. THE FORM'S DECLARED PURPOSE IS A SERVICE THE MEMBERS PROVIDE ONE ANOTHER. Klieber's historical definition (printed 50) makes a Fraternitaet a voluntary, freely accessible, legally and morally non-binding association of persons 'zur Bildung geistig-geistlicher Fonds ... fuer einen gut vorbereiteten (Sterbstunde), wuerdigen (Begraebnis) und/oder leidgeminderten (Fegefeuer) Uebergang vom Leben in die ewige Seligkeit'. The service is rendered by the living to the dead and reaches each member in turn (printed 43); the enrolment slips say so in the members' own words (printed 45). pious-charitable IS DECLINED ON KLIEBER'S OWN FINDING: the caritative half of the usual 'religioes-karitativ' formula is 'ein eher bescheidenes und eindeutig nachrangiges Engagement' (printed 57-58), with one Liebesbund reserving up to ten per cent of expenditure for alms and only from the 1770s. That the good provided is spiritual rather than material does not change the orientation, which is what FP1 records. DISCLOSURE, IN FULL: mutual-provision is a ZERO-INSTANCE VALUE in this census. I computed the zero-instance set myself, after reading all five sources in full and before writing any cell, and I therefore knew that this value was empty when I wrote it. The evidence is Klieber's own definition and his own title; the same value was CONSIDERED AND DECLINED on avariz_vakfi, where the sources do not support it, and that contrast is offered as the test of whether the gap or the source did the work here."
OF-0702,bruderschaft_salzburg,FP2,.NR,.NR,.NR,"Klieber 2001, 61",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. NOT ANSWERED FOR THE FORM. One candidate is recorded and rejected as an instance rather than a property: Klieber 61 gives the Dreifaltigkeitsbruderschaft the privilege of begging off one condemned prisoner every Good Friday. That is an exclusive right held by one association among some forty, it is not property, and generalising it to the form would be coding a singleton."
OF-0703,bruderschaft_salzburg,FP3,P,medium,analyst-imposed,"Klieber 2001, 35, 47, 61",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. HALF-PRESENT, AND BOTH HALVES ARE STATED BY THE SAME AUTHOR. Against: the definition Klieber adopts (printed 35) has membership touch neither the individual's canonical status nor his private life - an observed absence of status conferral. For: Klieber 47 says membership served well as 'Nachweis der konfessionellen Zuverlaessigkeit', and printed 61 reads the wave of foundations in the affected districts in the 1730s, immediately after the expulsion of the Protestant population, as a deliberate church-political measure. In a territory that expelled its Protestants in 1731 an enrolment slip is a credential, and that is access arbitrage for the holder."
OF-0704,bruderschaft_salzburg,FP4,P,medium,analyst-imposed,"Klieber 2001, 42, 50, 66, 68",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. HALF-PRESENT, AND THE HALVES ARE OF DIFFERENT PERIODS. For: statutes and accounts required approbation by the ordinary (printed 50, 66); official surveys of 1760, 1771 and 1772 counted the associations and their capital by diocese and by Land (printed 41-42); the associations paid tax to the Land (printed 57). Against: Klieber 68 states that no ecclesiastical or secular authority, down to the NS agencies, ever possessed a complete overview of the actual stock of Fraternitaeten, and that an Austrian ministerial note of 13.12.1866 expressly exempted them from keeping a Kataster and from the proofs otherwise required of associations. A COMPARATIVE-CONCEPT STRAIN IS RECORDED AND NOT REPAIRED: FP4 asks about legibility to POLITICAL authority, and in the prince-archbishopric of Salzburg before 1803 the approving ecclesiastical authority and the territorial prince are the same person, so the column's two poles do not separate. This is a third instance of the family CHARACTER-CODING already flags at AP4, MG4 and FP4."
OF-0705,bruderschaft_salzburg,CF1,0,medium,analyst-imposed,"Klieber 2001, 43-44, 57, 65",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. No capital-labour asymmetry. Members contribute money and prayers; the offices (Praefekt, Assistenten, Konsilium, the Ansager and Sammlerinnen) are service roles, and only the largest self-governing bodies with their own churches could afford full-time chaplains and sextons (printed 57). Nobody trades another's capital for a share of the result. Sets the AP3 and LR1 locator to 'members' by the standing fallback."
OF-0706,bruderschaft_salzburg,CF2,.NA,.NA,.NA,.NA,.NA,ai,.NA,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. CF1 is 0, which blocks this cell."
OF-0707,bruderschaft_salzburg,CF3,multilateral,high,analyst-imposed,"Klieber 2001, 40-41, 64",de,ai,full,none,unreviewed,"SCOPE: the post-Tridentine Salzburg Bruderschaft/Liebesbund as Klieber defines it (his term of art: Fraternitaet), city and archdiocese of Salzburg 1600-1950. NOT the medieval Italian confraternita: see the confraternita umbrella type row. Many principals. Klieber 64 tabulates 15,570 admissions to the Annabruderschaft alone between 1619 and 1903; his projection for the city gives on the order of 51,000-53,000 admissions per decade across the associations in the early and mid eighteenth century (printed 40-41)."
